,CollegeName,TotalRegistrations,State
2550,VELAGAPUDI RAMAKRISHNA SIDDARTHA COLLEGE OF ENGINEERING,1,Andhra Pradesh
2551,VELAGAPUDI RAMAKRISHNA SIDDARTHA ENG COLLEGE,1,Andhra Pradesh
2552,VELAGAPUDI RAMAKRISHNA SIDDHARTH ENGINEERING COLLEGE,1,Andhra Pradesh
2553,VASIREDDY VENKATADRI INTERNATIONAL AND TECHNOLOGICAL UNIVERSITY,1,Not Found
2554,VASIREDDY VENKATADRI ITERNATIONAL TECHNOLOGICAL UNIVERSITY,1,Andhra Pradesh
2555,VASIREDDY VENKATDRI INSTITUTE TECHNOLOGY,1,Andhra Pradesh
2556,VASIREDDY VENKTADRI INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
2557,VASSIREDDY VENKATADRI INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
2558,VASUNDARA DEGREE COLLEGE,1,Telangana
2559,VBEC - VIGNANA BHARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2560,VBIT - VIGNANA BHARATHI ENGINEERING COLLEGE,1,Telangana
2561,VEDA DEGREE COLLEGE,1,Not Found
2562,VEER BAHADUR SINGH PURVANCHAL UNIVERSITY,1,Uttar Pradesh
2563,VAAGDEVI INSTITUTE OF TECHNOLOGY AND SCIENCE JNTUA,1,Not Found
2564,ANJUMAN-I-ISLAM'S ABDUL RAZZAQ KALSEKAR POLYTECHNIC,1,Not Found
2565,ANNA UNIVERSITY,1,Tamil Nadu
2566,ANNAMACHARYA INSTITUTE OF TECHNOLOGY AND SCIENCE RAJAMPETA,1,Not Found
2567,ANNAMACHARYA INSTITUTE OF TECHNOLOGY AND SCIENCES RAJAMPET,1,Not Found
2568,"ANNAMACHARYA PG COLLEGE OF COMPUTER STUDIES, RAJAMPET",1,Andhra Pradesh
2569,ANU,1,Arunachal Pradesh
2570,ANURAG ENGINEERING COLLEGE AUTONOMOUS KODAD,1,Telangana
2571,ANURAG UNIVERSITY,1,Not Found
2572,APARAJITHA SOFTWARE SERVICES LIMITED,1,Tamil Nadu
2573,APCFSS,1,Not Found
2574,ANDHRA LOYOLA INSTITUTE OF ENGINEERING & TECHNOLOGY,1,Not Found
2575,VEERANARI CHALAKI ILAMMA WOMEN'S UNIVERSITY,1,Not Found
2576,VEL TECH RANGARAJAN DR. SAGUNTHALA R&D INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
2577,VEL TECH TECHNICAL UNIVERSITY,1,Tamil Nadu
2578,"VEL TECH UNIVERSITY, CHENNAI",1,Tamil Nadu
2579,VEL-TECH UNIVERSITY,1,Tamil Nadu
2580,"VELLORE INSTITUTE OF TECHNOLOGY, ANDHRA PRADESH (VIT-AP UNIVERSITY)",1,Andhra Pradesh
2581,"VELLORE INSTITUTE OF TECHNOLOGY, AP CAMPUS",1,Andhra Pradesh
2582,"VELLORE INSTITUTE OF TECHNOLOGY, BHOPAL",1,Not Found
2583,VELAGAPUDI RAMAKRISHNA SIDDHARTHA ENGINEERING,1,Andhra Pradesh
2584,VELAGAPUDI RAMAKRISHNA SIDDHARTHA ENGINEERING COLLAGE,1,Andhra Pradesh
2585,"VELAGAPUDI RAMAKRISHNA SIDDHARTHA ENGINEERING COLLEGE (VRSEC), VIJAYAWADA",1,Andhra Pradesh
2586,VELAGAPUDI RAMAKRISHNA SIDDHARTHA ENGINERRING COLLEGE,1,Not Found
2587,VELAGAPUDI RAMKRISHNA SIDDHARTHA ENGINEERING COLLEGE AND MY QS,1,Andhra Pradesh
2588,VELAGAPUDI SIDDHARTHA ENGINEERING COLLEGE,1,Andhra Pradesh
2589,VELLORE INSITUTE OF TECHNOLOGY,1,Tamil Nadu
2590,VELLORE INSTITUE OF TECHNOLOGY,1,Tamil Nadu
2591,VELLORE INSTITUE OF TECHNOLOGY AMARAVATHI,1,Andhra Pradesh
2592,"VELLORE INSTITUTE OF TECHNOLOGY , CHENNAI",1,Not Found
2593,"VELLORE INSTITUTE OF TECHNOLOGY ,AMARAVATI",1,Andhra Pradesh
2594,VELLORE INSTITUTE OF TECHNOLOGY - AMRAVATI,1,Andhra Pradesh
2595,VEER KUNWAR SINGH UNIVERSITY,1,Bihar
2596,"ANDHRA LOYOLA INSTITUTE OF ENGINEERING AND TECHNOLOGY COLLEGE IN VIJAYAWADA, ANDHRA PRADESH",1,Not Found
2597,"ANDHRA MAHILA SABHA ARTS AND SCIENCE COLLEGE, OSMANIA UNIVERSITY",1,Telangana
2598,ANGLIA RUSKIN UNIVERSITY,1,Gujarat
2599,ANIL NEERUKONDA INSTITUE OF TECHNOLOGY AND SCIENCES,1,Andhra Pradesh
2600,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY & SCIENCES,1,Andhra Pradesh
2601,ANIL NEERUKONDA INSTITUTION OF TECHNOLOGY,1,Andhra Pradesh
2602,ANIL NEERUKUNDA INSTITUTE OF TECHNOLOGY AND SCIENCES,1,Andhra Pradesh
2603,ANITS- ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCIENCES,1,Andhra Pradesh
2604,AMRITA VISHWA VIDYAPEETHAM (AMRITA UNIVERSITY),1,Kerala
2605,VELLORE INSTITUTE OF TECHNOLOGY -AP,1,Andhra Pradesh
2606,VELLORE INSTITUTE OF TECHNOLOGY -VELLORE,1,Tamil Nadu
2607,VELLORE INSTITUTE OF TECHNOLOGY AMARAVATHI ANDRA PRADESH,1,Andhra Pradesh
2608,VELLORE INSTITUTE OF TECHNOLOGY AMARAVATI,1,Andhra Pradesh
2609,VELLORE INSTITUTE OF TECHNOLOGY ANDHRA PRADESH,1,Andhra Pradesh
2610,VELLORE INSTITUTE OF TECHNOLOGY(AP),1,Andhra Pradesh
2611,VELLORE INSTITUTE OF TECHNOLOGY(VITAP),1,Andhra Pradesh
2612,VIDHYA JYOTI INSTITUTE OF TECHNOLOGY,1,Telangana
2613,VIDYA JYOTI INSTITUTE OF TECHNOLOGY,1,Telangana
2614,VIDYA VARDHAKA COLLEGE OF ENGINEERING,1,Karnataka
2615,VIEW- VIGNAN'S ISNTITUTE OF ENGINEERING FOR WOMEN,1,Andhra Pradesh
2616,VIGANA BHARATHI INSTITUTION OF TECHNOLOGY,1,Telangana
2617,VIGANA BHARTI INSTITUTE OF TECHNOLOGY,1,Telangana
2618,"VELLORE INSTITUTE OF TECHNOLOGY, CHENNAI CAMPUS",1,Tamil Nadu
2619,"VELLORE INSTITUTE OF TECHNOLOGY,AMARAVATI",1,Andhra Pradesh
2620,"VELLORE INSTITUTE OF TECHNOLOGY,AP",1,Andhra Pradesh
2621,VELLORE INSTITUTE OF TECHNOLOGY- AP,1,Andhra Pradesh
2622,VELLORE INSTITUTE OF TECHNOLOY CHENNAI,1,Not Found
2623,VELLORE INSTITUTION ON TECHNOLOGY AMRAVATI,1,Andhra Pradesh
2624,VEMU INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
2625,"VEMU INSTITUTE OF TECHNOLOGY, CHITTOOR",1,Andhra Pradesh
2626,VEMUIT,1,Tamil Nadu
2627,VELLORE INSTITUTE OF TECHNOLOGY - AP UNIVERSITY,1,Andhra Pradesh
2628,AMRITA VISHWA VIDYAPEETHAM - BENGALURU,1,Not Found
2629,AMRITA VISHWA VIDYAPEETHAM AMARAVATI,1,Andhra Pradesh
2630,AMRITA VISHWA VIDYAPEETHAM MYSURU CAMPUS,1,Karnataka
2631,"AMRITA VISHWA VIDYAPEETHAM, AMARAVATI",1,Andhra Pradesh
2632,"AMRITA VISHWA VIDYAPEETHAM, BANGALORE",1,Karnataka
2633,"AMRITA VISHWA VIDYAPEETHAM, COIMBATORE",1,Tamil Nadu
2634,AMRITA VISWA VIDHYAPEETAM,1,Kerala
2635,AMRITA VISWA VIDYAPEETHAM,1,Not Found
2636,"AMRITA VISWA VIDYAPEETHAM, AMRAVATI",1,Andhra Pradesh
2637,AMRITASAI INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Andhra Pradesh
2638,AMS ARTS AND SCIENCE COLLEGE FOR WOMEN,1,Not Found
2639,ANANTHA LAKSHMI INSTITUTE OF TECHNOLOGY AND SCIENCES,1,Andhra Pradesh
2640,ANDERSON UNIVERSITY SOUTH CAROLINA USA,1,US
2641,VIAP,1,Andhra Pradesh
2642,"VIAT, CENTRE OF PG STUDIES, BANGALORE",1,Not Found
2643,VIDHYA JYOTHI INSTITUTE OF TECHNOLOGY (COLLEGE),1,Telangana
2644,VIGANA DEGREE COLLEGE,1,Andhra Pradesh
2645,VIGANAN BHARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2646,VIGNA'S INSTITUTE OF INFORMATION AND TECHNOLOGY,1,Andhra Pradesh
2647,VIGNAN,1,Andhra Pradesh
2648,VIGNAN BHARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2649,VIGNAN BHARTHI INSTITUTE OF TECHNOLOGY,1,Telangana
2650,VIGNAN BHARTHRI ENGINEERING COLLEGE,1,Telangana
2651,VIGNAN BHARTI INSTITUTE OF TECHNOLOGY,1,Telangana
2652,VIGNAN COLLAGE,1,Andhra Pradesh
2653,VIGNAN COLLEGE OF TECHNOLOGY AND SCIENCE,1,Telangana
2654,VIGNAN DEGREE AND PG COLLEGE,1,Andhra Pradesh
2655,VIGNAN FOUNDATION FOR SCIENCE TECHNOLOGY AND RESEARCH,1,Andhra Pradesh
2656,VIGNAN INSITUTE OF INFORMATION TECHNOLOGY,1,Andhra Pradesh
2657,VIGNAN INSTITUATION OF INFORMATION TECHOONOLGY,1,Not Found
2658,VIGNAN INSTITUTE OF ENGINEERING AND TECHNOLOGY COLLEGE DHESHMUK,1,Telangana
2659,VFX INDUSTRY,1,Karnataka
2660,"VIGNAN'S INSTITUTE OF INFORMATION TECHNOLOGY,VISAKHAPATNAM",1,Andhra Pradesh
2661,VIGNAN'S INSTITUTE OF INFORMATION& TECHNOLOGY,1,Andhra Pradesh
2662,VIGNAN'S INSTITUTE OF MANAGEMENT AND TECHNOLOGY FOR WOMEN,1,Andhra Pradesh
2663,VIGNAN'S LARA INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Andhra Pradesh
2664,VIGNAN INSTITUTE OF ENGINEERING FOR WOMEN,1,Andhra Pradesh
2665,VIGNAN INSTITUTE OF INFORMATION ANDTECHNOLOGY,1,Andhra Pradesh
2666,VIGNAN INSTITUTE OF MANAGEMENT AND TECHNOLOGY FOR WOMEN,1,Telangana
2667,VIGNAN INSTITUTE OF MANAGEMENT AND TECHNOLOGY FOR WOMEN KONDAPUR,1,Telangana
2668,VIGNAN INSTITUTE OF TECHNOLOGY,1,Telangana
2669,VIGNAN INSTITUTES OF TECHNOLOGY AND SCIENCE,1,Telangana
2670,VIGNAN INSTITUTION OF INFORMATION AND TECHNOLOGY,1,Andhra Pradesh
2671,VIGNAN INSTIUTE OF INFORMATION TECHNOLOGY,1,Andhra Pradesh
2672,VIGNAN JYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2673,VIGNAN LARA,1,Andhra Pradesh
2674,VIGNAN LARA INSTITUTE OF TECHNOLOGY & SCIENCES,1,Andhra Pradesh
2675,VIGNAN LARA INSTITUTE TECHNOLOGY AND SCIENCE,1,Andhra Pradesh
2676,AMITY UNIVERSITY KOLKATA,1,West Bengal
2677,AMRITA,1,Kerala
2678,AMRITA SCHOOL OF ARTS AND SCIENCE,1,Kerala
2679,AMRITA SCHOOL OF ENGINEERING,1,Not Found
2680,AMRITA VISHWA VIDHYAPEETAM,1,Kerala
2681,"AMRITA VISHWA VIDHYAPEETHAM , AMARAVATHI",1,Andhra Pradesh
2682,"AMRITA VISHWA VIDHYAPEETHAM ,AMARAVATHI CAMPUS",1,Andhra Pradesh
2683,AMRITA VISHWA VIDYAPEETAM,1,Kerala
2684,ALLANA INSTITUTE OF MANAGEMENT SCIENCES,1,Maharashtra
2685,"VIGNAN'S FOUNDATION FOR SCIENCE, TECHNOLOGY & RESEARCH IS A DEEMED UNIVERSITY IN THE GUNTUR DISTRICT IN ANDHRA PRADESH, INDIA.",1,Andhra Pradesh
2686,"VIGNAN'S FOUNDATION FOR SCIENCE, TECHNOLOGY AND RESEARCH (DEEMED TO BE UNIVERSITY)",1,Andhra Pradesh
2687,VIGNAN'S INISTITUTE OF INFORMATION TECHNOLOGY,1,Andhra Pradesh
2688,VIGNAN'S INSTITUE OF INFORMATION TECHNOLOGY,1,Andhra Pradesh
2689,VIGNAN'S INSTITUTE OF INFORMATION,1,Andhra Pradesh
2690,VIGNAN'S INSTITUTE OF INFORMATION TECHNOLOGY DUVVADA,1,Not Found
2691,VIGNAN'S INSTITUTE OF INFORMATION TECHNOLOGY VISAKHAPATNAM,1,Andhra Pradesh
2692,VIGNAN’S INSTITUTE OF MANAGEMENT AND TECHNOLOGY FOR WOMEN,1,Andhra Pradesh
2693,VIGNESH INSTITUTE OF INFORMATION TECHNOLOGY,1,Andhra Pradesh
2694,VIGYAN BHARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2695,VIIT,1,Maharashtra
2696,VIIT VIGNAN'S INSTITUTE OF INFORMATION TECHNOLOGY,1,Andhra Pradesh
2697,"VIJAYA ENGINEERING COLLEGE, KHAMMAM",1,Telangana
2698,VIGNANA BARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2699,VIGNANA BHARATHI INSTITUTE OF TECHNOLOGY AUSHAPUR,1,Telangana
2700,VIGNANA BHARATHI INSTITUTE OF TECNOLOGY,1,Telangana
2701,VIGNANA BHARATHI INSTUTE OF TECHNOLOGY,1,Telangana
2702,VIGNANA INSTITUTE OF INFORMATION TECHNOLOGY,1,Telangana
2703,VIGNANA JYOTHI INSTITUTE OF MANAGEMENT,1,Telangana
2704,VIGNANA JYOTHI INSTUTITE OF ARTS AND SCIENCE,1,Telangana
2705,VIGNANABHARATHI INSTITUTE OF TECHNOLOGY,1,Telangana
2706,"VIGNAN UNIVERSITY ,GUNTUR",1,Andhra Pradesh
2707,AMITY UNIVERSITY BENGALURU,1,Karnataka
2708,ALML,1,Tamil Nadu
2709,ALNM WOMEN'S DEGREE COLLEGE,1,Andhra Pradesh
2710,ALPHORES DEGREE COLLEGE,1,Telangana
2711,ALPHORES WOMAN AND PG COLLEGE KARIMNAGAR,1,Telangana
2712,ALPHORES WOMEN'S DEGREE &PG COLLEGE,1,Telangana
2713,ALPHORES WOMEN'S DEGREE &PG COLLEGE KARIMNAGAR,1,Telangana
2714,ALPHORES WOMEN'S DEGREE COLLEGE,1,Telangana
2715,ALPHORES WOMENS,1,Telangana
2716,ALVA'S INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Karnataka
2717,AMAZON,1,-
2718,AMAZON ADS,1,-
2719,"AMBEDKAR COLLEGE OF MANAGEMENT, BAGH LIMGAMPALLI",1,Not Found
2720,AICTE AFFILIATED,1,Delhi
2721,VIGNANS INSTITUE OF INFORMATION TECHNOLOGY,1,Andhra Pradesh
2722,VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY (A),1,Andhra Pradesh
2723,"VIGNAN’S FOUNDATION FOR SCIENCE, TECHNOLOGY & RESEARCH (VFSTR), GUNTUR",1,Andhra Pradesh
2724,VIT UNIVERSITY AP,1,Andhra Pradesh
2725,"VIT,VELLORE",1,Not Found
2726,"VIT- VELLORE INSTITUTE OF TECHNOLOGY, VELLORE",1,Not Found
2727,VIKAS GROUP OF INSTITUTIONS,1,Andhra Pradesh
2728,VIKRAMA SIMHAPURI UNIVERSITY,1,Andhra Pradesh
2729,VILLA MARIE DEGREE COLLEGE,1,Not Found
2730,VIRGINIA COMMONWEALTH UNIVERSITY,1,US
2731,VIRGINIA UNIVERSITY SCIENCE AND TECHNOLOGY,1,US
2732,VISA - VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,1,Telangana
2733,VISAKHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Not Found
2734,VISHNU INSTITUTE OF TECHNOLGY,1,Andhra Pradesh
2735,"VISHNU INSTITUTE OF TECHNOLOGY,BHIMAVARAM",1,Andhra Pradesh
2736,VISHWA VISHWA INSTITUTE,1,Andhra Pradesh
2737,VISHWA VISHWANI INSTITUTE OF SYSTEM AND MANAGEMENT,1,Andhra Pradesh
2738,VISVESWARAYA TECHNOLOGICAL UNIVERSITY BELAGAVI,1,Karnataka
2739,VIGNANABHARATHI INSTITUTION OF TECHNOLOGY,1,Telangana
2740,AIML,1,Maharashtra
2741,AIMS,1,Delhi
2742,AJ INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Not Found
2743,AJEENKYA DY PATIL UNIVERSITY LOHEGAON PUNE,1,Maharashtra
2744,AJEENKYA DY PATIL UNIVERSITY PUNE,1,Maharashtra
2745,AKASH TECH,1,Maharashtra
2746,AKBAR PEERBHOY COLLEGE OF COMMERCE AND ECONOMICS,1,Maharashtra
2747,AKNU UNIVERSITY MSN CAMPUS,1,Not Found
2748,AL,1,-
2749,AL AMEEN ENGINEERING COLLEGE,1,Karnataka
2750,ALIGARH MUSLIM UNIVERSITY,1,Uttar Pradesh
2751,VISW-SHRI VISHNU ENGINEERING COLLEGE FOR WOMENFOR WOMEN,1,Andhra Pradesh
2752,VISWAM AI,1,Kerala
2753,VISWAM ENGENEERING COLLEGE,1,Andhra Pradesh
2754,VIT - VELLORE INSTITUTE OF TECHNOLOGY,1,Tamil Nadu
2755,VIT BHOPAL,1,Madhya Pradesh
2756,ADITYA DEGREE COLLEGE VIZIANAGARAM,1,Andhra Pradesh
2757,ADITYA INSTITUTE OF TECHNOLOGY AND MANAGEMENT (AITAM),1,Not Found
2758,ADITYA UNIVERISTY,1,Andhra Pradesh
2759,ADITYA UNIVERSITY(FORMERLY ADITYA ENGINEERING COLLEGE,1,Andhra Pradesh
2760,AERONAUTICAL ENGINEERING COLLEGE,1,Telangana
2761,AEROSTAR ENGINEERING,1,Kerala
2762,AIAT,1,Tamil Nadu
2763,ACME COLLEGE OF ARTS & SCIENCES,1,Telangana
2764,VIT-APUNIVERSITY,1,Andhra Pradesh
2765,VITS KARIMNAGAR,1,Telangana
2766,VIVIDMINDS,1,Tamil Nadu
2767,VJIY,1,Telangana
2768,VKR VNB & AGK COLLEGE OF ENGINEERING,1,Not Found
2769,VNR VIGNAN JYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2770,VNR VIGNANA JYOTHI INSTITUE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2771,VISVODAYA ENGINEERING COLLEGE,1,Andhra Pradesh
2772,WEBSTER UNIVERSITY,1,Andhra Pradesh
2773,WELLFARE INSTITUE OF SCIENCE TECHNOLOGY AND MANAGEMENT,1,Not Found
2774,WELLSFARGO,1,-
2775,"VNR VIGNANA JYOTHI INSTITUTE OF ENGINEERING & TECHNOLOGY, TELANGANA",1,Telangana
2776,VNR VIGNANA JYOTI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
2777,VNR VJET- VALLURIPALLI NAGESHWAR RAO VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,1,Telangana
2778,VRSEC,1,Andhra Pradesh
2779,VRSEC- VELAGAPUDI RAMAKRISHNA SIDDHARTHA ENGINEERING COLLEGE,1,Not Found
2780,VRSEC-VELAGAPUDI RAMAKRISHNA SIDDHARTHA ENGINEERING COLLEGE,1,Andhra Pradesh
2781,VRSEC-Velagapudi Ramakrishna Siddartha Engineering College,1,Andhra Pradesh
2782,VSB ENGINEERING COLLEGE KARUR,1,Tamil Nadu
2783,VSM COLLEGE,1,Andhra Pradesh
2784,"ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,SURAMPALEM",1,Andhra Pradesh
2785,ADITYA DEGREE COLLEGE FOR WOMEN,1,Andhra Pradesh
2786,ADITYA DEGREE COLLEGE FOR WOMEN RAJAHMUNDRY,1,Andhra Pradesh
2787,ADITYA DEGREE COLLEGE KAKINADA,1,Andhra Pradesh
2788,maharaj vijayaram gajapathiraj college of engineering,1,Andhra Pradesh
2789,10KINFO DATA SOLUTIONS,1,-
2790,9553277602,1,-
2791,A M REDDY MEMORIAL COLLEGE OF ENGINEERING &TECHNOLOGY,1,Andhra Pradesh
2792,A.S.N DEGREE COLLEGE,1,Andhra Pradesh
2793,AACHARYA NAGARJUNA UNIVERSITY CENTRE FOR DISTANCE EDUCATION,1,Andhra Pradesh
2794,AASU DEVELOPER,1,Assam
2795,ABES INSTITUTE OF TECHNOLOGY,1,Uttar Pradesh
2796,ABHINAV BALAJI,1,Tamil Nadu
2797,ACHARYA INSTITUTE OF MANAGEMENT AND SCIENCES,1,Karnataka
2798,ACHARYA N G RANGA AGRICULTURAL UNIVERSITY,1,Andhra Pradesh
2799,.,1,Maharashtra
2800,VTU BELGAUM,1,Karnataka
2801,ACME DEGREE COLLEGE MALAKPET HYDERABAD,1,Telangana
2802,ACT FIBERNET,1,Telangana
2803,AD,1,-
2804,WILMINGTON UNIVERSITY,1,US
2805,WIPRO,1,Karnataka
2806,WIPRO PRIVATE LIMITED,1,Karnataka
2807,WOMEN INSTITUTE OF TECHNOLOGY,1,Uttarakhand
2808,WOXSEN,1,Telangana
2809,WUST,1,West Bengal
2810,Wesley Degree College For Wowen,1,Telangana
2811,Wesley degree and pg college for women,1,Telangana
2812,Wesley degree college,1,Telangana
2813,(KIET) KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
2814,YAMINI POTHANA,1,Andhra Pradesh
2815,YN COLLEGE,1,Not Found
2816,YSR ENGINEERING COLLEGE OF YOGI VEMANA UNIVERSITY,1,Andhra Pradesh
2817,YSR ENGINEERING COLLEGE OF YOGI VEMMAN UNIVERSITY,1,Andhra Pradesh
2818,"ZAKIR HUSSAIN COLLEGE OF ENGINEERING AND TECHNOLOGY, ALIGARH MUSLIM UNIVERSITY",1,Uttar Pradesh
2819,git,1,-
